Dialogue_Id,Utterance_No,Speaker,Utterances,Counselling_Act,Politeness_Strategy,Empathy_Strategy
119,10,bot,"Don't worry; we will assist you in the best manner possible. The few pieces of advice are provided here. Police Complaint, Legal Aid, Women's Support Group, NGO Assistance, Medical Assistance, Counseling Assistance, and SIUCAW Assistance.",legal assistance,positive politeness,offer counselling
119,11,user,I need counselling for myself .,,,
119,12,bot,That's a good choice . Would you go for an online/offline counselling ?,seek information,positive politeness,offer counselling
119,13,user,I will go with online counselling .,,,
119,14,bot,We appreciate your decision . Could you please share your current state location to assist you better ?,seek information,negative politeness,no strategy
119,15,user,"I live in Chas , Bokaro-876543 .",,,
119,16,bot,Thank you for the location . Here is the link for online counseling help . www.medhelp.gov.in,counselling support,positive politeness,offer counselling
119,17,user,"Okay , great ! ! Thanks a lot .",,,
119,18,bot,Would you like to assist me with something else .,re-check assistance,negative politeness,reflective listening
119,19,user,No .,,,
119,20,bot,"If you have any further worries, don't hesitate to get in touch with us. We appreciate you for seeking help from us. Have a good day!",closing remark,positive politeness,escalate assurance
124,0,bot,Good morning. I'm here to assist you in a safe atmosphere. ,greet,positive politeness,confidential comforting
124,1,user,I'm so sad.,,,
124,2,bot,"Please! Do not be sad; I am here to help you. If it's fine with you, Can I know to whom I am speaking?",seek information,positive politeness,express emotional support
124,3,user,"I am Rashmi Singh , 25 years old .",,,
124,4,bot,"Hello, Rashmi, to best help you, would you kindly describe your issue in detail?",seek information,negative politeness,reflective listening
124,5,user,My 17-year-old sister was raped by a bastard who wants to marry me forcefully . That rascal did all this because he wanted to take revenge from me . I want to see him getting rotten behind the bars .,,,
124,6,bot,It's dishonorable. You are not alone. Do you mind telling me if you've done any police complaint?,seek information,positive politeness,evoking motivation
124,7,user,"No , I am scared , that bastard threatened to defame my sister .",,,
124,8,bot,"Don't panic , we are here to assist you in all ways.",persuasion,positive politeness,express emotional support
124,9,user,"Don't just say you Fool , put your words into action .",,,
124,10,bot,"Please calm down . Here are the few options you can go for . Police Complaint , NGO Help , Women Support Group , Legal Help , SIUCAW Help , and Medical Help .",legal assistance,positive politeness,no strategy
124,11,user,Tell me about any Women Support Group near my location right away .,,,
124,12,bot,"We respect the choice you made. To help you more effectively, would you kindly tell where you are located right now?",seek information,negative politeness,no strategy
124,13,user,"I live in Bidan Street , Kolkata-876543 .",,,
124,14,bot,Thank you for providing the location. Below are the WSG details. Geeta Bishwas and Mahila Suraksha are both 98578#####.,counselling support,positive politeness,no strategy
124,15,user,Much thanks.,,,
124,16,bot,Do you need any other assistance?,re-check assistance,negative politeness,reflective listening
124,17,user,What costs do they impose?,,,
124,18,bot,It's quite inexpensive and minimal.,deliver information,bald-on-record,no strategy
124,19,user,Ok,,,
124,20,bot,Do you need my help with anything else right now?,re-check assistance,negative politeness,reflective listening
124,21,user,No .,,,
124,22,bot,I'm glad we could be of help. We value your coming to see us. Have a nice day!,,positive politeness,no strategy
138,0,bot,"Greetings of the day, I'm here to help you in a secure environment.",greet,positive politeness,confidential comforting
138,1,user,Some monsters had killed my maid .,,,
138,2,bot,"We are really sorry for the loss. To help you efficiiently, Can I further ask some questions.  ",persuasion,positive politeness,offer counselling
138,3,user,Yes.,,,
138,4,bot,This is really a sad news. May I know your name?,seek information,positive politeness,escalate assurance
138,5,user,I am Akanksha Sinha from Jharkhand .,,,
138,6,bot,"Hi Akansha , could you please share your problem in detail to assist you better ?",seek information,negative politeness,reflective listening
138,7,user,My maid was killed 3 days ago . His bloody nephew alleged her of witchcraft and killed her and his husband . I got to know about this today from her daughter who is 10 years old .,,,
138,8,bot,It's horrific . May I know if you have complained to police or some NGO ?,seek information,negative politeness,reflective listening
138,9,user,No .,,,
138,10,bot,"Don't be concerned; we are here to assist. Here are a few resources we recommend you use. Police Complaint, NGO Assistance, Women's Support Group, Legal Assistance, SIUCAW Assistance, Medical Assistance, and Counseling Assistance.",legal assistance,positive politeness,offer counselling
138,11,user,I am looking for medical help for the poor girl as she is also injured .,,,
138,12,bot,It was really kind of you. Would you accept a hospital or home visit?,seek information,positive politeness,no strategy
138,13,user,Inform me about the medical facilities close by.,,,
138,14,bot,"Yes, we would be happy to assist. To best help you, could you please tell where you are right now?",seek information,negative politeness,no strategy
138,15,user,"I'm from Gharwa, Jharkhand, zip code 897654.",,,
138,16,bot,"I appreciate the location. Below are the specifics of the hospital that is close by. Dr. Dev Sharan, City Hospital 98578#####.",counselling support,positive politeness,no strategy
138,17,user,"Okay, many thanks.",,,
138,18,bot,I'd be happy to help you out with something else.,re-check assistance,positive politeness,escalate assurance
138,19,user,What are the appointment costs?,,,
138,20,bot,We respect your interest. It is reasonably priced and accessible as needed.,deliver information,positive politeness,no strategy
138,21,user,Ok .,,,
138,22,bot,Do you need anything else from me right now?,re-check assistance,bald-on-record,reflective listening
138,23,user,No .,,,
138,24,bot,Glad we could be of assistance. We appreciate you visiting us. Have a good day!,closing remark,positive politeness,no strategy
144,0,bot,"Greetings of the day, I'm here to help you in a secure environment.",greet,positive politeness,confidential comforting
144,1,user,"Hello. If you don't help me, I'll kill that idiot.",,,
144,2,bot,"Just take a deep breath; we are here to assist you. If it's fine with you, let me know to whom I am speaking.",persuasion,positive politeness,express emotional support
144,3,user,"I am Swarika Sen , 19 years old .",,,
144,4,bot,"Hello, Swarika To best help you, would you kindly describe your issue in detail?",seek information,negative politeness,reflective listening
144,5,user,I became friends with someone on Instagram. He then made me an offer. We became close in a short period of time and began sharing much too much. I received a call yesterday from someone inquiring what my charge was. He claimed to have seen my pictures. I was astounded. I want to murder that f****** scoundrel.,,,
144,6,bot,I'm really sorry that this occurred to you. Do you mind my asking if you've filed any complaints with the police?,seek information,negative politeness,reflective listening
144,7,user,"Not yet, in fact. My notoriety makes me nervous. That scoundrel puts my reputation in jeopardy.",,,
144,8,bot,"Please try to relax, you are not alone, we are here to help in all ways.Here are the few assistance you can go for . Police Complaint, NGO Aid, Women Support Group, Legal Aid, SIUCAW Aid, Medical Aid, and Counseling Assistance.",deliver information,positive politeness,offer counselling
144,9,user,Please let me know if there are any women's support groups in the area.,,,
144,10,bot,"Certainly, in order to help you more effectively, could you kindly disclose where you are right now?",seek information,negative politeness,no strategy
144,11,user,My address is 876543 Bidan Street in Kolkata.,,,
144,12,bot,Thank you for providing the location. Below are the WSG details. Geeta Bishwas and Mahila Suraksha are both 98578#####.,counselling support,positive politeness,no strategy
144,13,user,Much thanks.,,,
144,14,bot,Do you need any other assistance?,re-check assistance,negative politeness,reflective listening
144,15,user,What costs do they impose?,,,
144,16,bot,It's quite inexpensive and minimal.,deliver information,bald-on-record,no strategy
144,17,user,"Okay, you fool.",,,
144,18,bot,Do you need my help with anything else right now?,re-check assistance,negative politeness,reflective listening
144,19,user,No .,,,
144,20,bot,Glad we could be of help. Please feel free to contact us anytime. Have a nice day !,closing remark,positive politeness,no strategy
157,0,bot,Good morning; please know that we are here to assist you safely.,greet,positive politeness,confidential comforting
157,1,user,My friend was sexually assaulted by six idiot males five months ago.,,,
157,2,bot,"We're really sorry to learn this. To help you in whatever manner, we are here. To better assist you, Is it OK if I ask for some information?",persuasion,positive politeness,offer counselling
157,3,user,Yes.,,,
157,2,bot,We are discouraged by this news. I'd appreciate knowing to whom I am speaking.,seek information,positive politeness,escalate assurance
157,3,user,I am Pallivi Jha from UP .,,,
157,4,bot,"Please provide me with additional information about your problem so that I may assist you more efficiently, Pallavi.",seek information,negative politeness,reflective listening
157,5,user,"My friend was gangraped in the jungles of Faizganj Behta about five months ago . I came to know about this after the video of the incident went viral on social media recently . When I asked her , she started crying and told me everything . What should I do to help her ?",,,
157,6,bot,It's really dishonorable. Do you know if she has filed a police report?,seek information,negative politeness,reflective listening
157,7,user,"Unfortunately, she hasn't complained yet since those cretins have openly threatened her.",,,
157,8,bot,"Please be brave , I am here for the help . Here is the few assistance you can go for . Police Complaint , NGO Help , Women Support Group , Legal Help , SIUCAW Help , Medical Help , and Counselling Help .",deliver information,positive politeness,offer counselling
157,9,user,I'm seeking for counseling services.,,,
157,10,bot,"It was really kind of you. To help you further, would you kindly let us know where you are right now?",seek information,negative politeness,no strategy
157,11,user,"I'm from Gharwa, Jharkhand, zip code 897654.",,,
157,12,bot,I appreciate you sharing your knowledge. Would you seek out online or in-person counseling?,seek information,positive politeness,offer counselling
157,13,user,I'll get counseling online.,,,
157,14,bot,We agree with your decision. The counseling link is provided here. www.onlinemedhelp.gov.in,counselling support,positive politeness,offer counselling
157,15,user,I appreciate your assistance very lot.,,,
157,16,bot,Do you need anything else from me right now?,re-check assistance,bald-on-record,reflective listening
157,17,user,No .,,,
157,18,bot,I'm glad we could be of help. We value your coming to see us. Enjoy your day!,closing remark,positive politeness,no strategy
163,0,bot,"Hello, greetings of the day, we are here to assist you in a safe and secure environment.",greet,positive politeness,confidential comforting
163,1,user,I am cheated .,,,
163,2,bot,I'm really sorry to hear this. We are here to assist in any way. Can I know to whom I'm speaking with?,persuasion,positive politeness,escalate assurance
163,3,user,I am 23-year-old Nisha Parmar.,,,
163,4,bot,"Hello Nisha, may you kindly describe your issue in more detail?",seek information,negative politeness,reflective listening
163,5,user,"My bank claimed to have called me, so I answered it. My debit card will be stopped in the following two days, the guy claimed. I have to have my card reactivated. Requesting the Aadhar number, he The information was given. Then, when he demanded an OTP, the jerk drained Rs. 99, 000 from my account.",,,
163,6,bot,Hearing this is sad. Will you please let me know if you reported this scam to the police?,seek information,positive politeness,reflective listening
163,7,user,No .,,,
163,8,bot,"Don't be concerned, we are here to assist you. The few of the different assistances we provide are listed below. Police Complaint, ACP Complaint, Cyber Complaint, Fraud Call Awareness Guidelines, and Counselor Support.",deliver information,positive politeness,no strategy
163,9,user,How can I file a police report?,,,
163,10,bot,Would you file a complaint offline or online?,seek information,negative politeness,no strategy
163,11,user,I'll file a police report offline.,,,
163,12,bot,"That's excellent. In order to help you more, would you kindly tell where you are right now?",seek information,negative politeness,no strategy
163,13,user,"In Hyderabad, India, at Lingampalli, I reside.",,,
163,14,bot,"Thank you for providing the location. The link for an offline complaint is here. Vijay Shankar, Lingampalli Police Station, 98578#####",legal assistance,positive politeness,no strategy
163,15,user,I appreciate the information.,,,
163,16,bot,Do you need any other assistance?,,negative politeness,reflective listening
163,17,user,No .,,,
163,18,bot,I'm happy we could be of assistance. We appreciate you visiting us. Have a great day!,closing remark,positive politeness,no strategy
173,0,bot,"Hello, good day, and welcome. We are here to assist you in a safe setting.",greet,positive politeness,no strategy
173,1,user,I was bluffed by few bloody men on the internet they took all my money .,,,
173,2,bot,"This is awful, and I'm sorry for your loss. We are available to help in any manner. Can you let me know who you are communicating with?",persuasion,positive politeness,escalate assurance
173,3,user,My name is sushila and I am 55 years .,,,
173,4,bot,"Hello Sushila , could you please elaborate on your problem ?",seek information,negative politeness,reflective listening
173,5,user,"I already told you stupid, I was bluffed by few bloody men on the internet they took all my money .",,,
173,6,bot,Kindly let me know how they bluffed you .,seek information,positive politeness,reflective listening
173,7,user,They asked my credit card information .,,,
173,8,bot,"Okay , could you please tell me how much money you have lost ?",seek information,negative politeness,reflective listening
173,9,user,35thousand .,,,
173,10,bot,"Ohh ! ! I am very sorry about this . You can have the following assiatnace sin this case : Cyber Cell Reporting , Counselling Help and/or Cyber Awareness-cum-complaint Helpline .",deliver information,positive politeness,no strategy
173,11,user,I wish to use the reporting option via a cyber cell.,,,
173,12,bot,Please let me know where you are.,seek information,negative politeness,no strategy
173,13,user,Jharkhand's Bekar Bandh Railway Station is in Dhanbad.,,,
173,14,bot,I appreciate the information. Would you like to report offline or online?,seek information,positive politeness,no strategy
173,15,user,Obviously ignorant online.,,,
173,16,bot,I apologize for making you angry. Please go to the national portal www.cybercrime.gov.in to file your online complaint.,legal assistance,negative politeness,no strategy
173,17,user,Okay .,,,
173,18,bot,Do you need any other assistance?,re-check assistance,negative politeness,reflective listening
173,19,user,No .,,,
173,20,bot,I'm glad we were able to help. We are appreciative of your visit. Enjoy this fantastic day!,closing remark,positive politeness,no strategy
181,0,bot,"Greetings of the day, we are here to help you in a secure environment.",greet,positive politeness,no strategy
181,1,user,"Last night, a few vile local peasants assaulted me. They won't ever experience happiness in life.",,,
181,2,bot,We are really sorry to hear this. We are here to assist you in any way we can. Is it okay if I ask for some details so that I can help you more effectively?,persuasion,positive politeness,offer counselling
181,3,user,Yes.,,,
181,4,bot,This news is diassappointing and really sad to hear . May i know to whom i am talking ?,seek information,positive politeness,escalate assurance
181,5,user,My name is nishita and i am 34 years .,,,
181,6,bot,"Hi Nishita , could you please tell me do you know them ?",seek information,negative politeness,reflective listening
181,7,user,I know one of them .,,,
181,8,bot,"That's great . you can have the following assistance in this case : Police Complain , NGOs Help , Women Support Group , Medical Assistance , SIUCAW Help and/or Legal Help .",deliver information,bald-on-record,no strategy
181,9,user,I want to take medical help .,,,
181,10,bot,That's a good choice . could you please share your location ?,seek information,negative politeness,no strategy
181,11,user,Bekar bandh railway station paltan bazar Assam .,,,
181,12,bot,Thanks for letting me know the location . Would you like to go home visit or hospital visit ?,seek information,positive politeness,no strategy
181,13,user,Help me with Home visit .,,,
181,14,bot,Kindly contact Dr. Sneha Saha on +91 9876543234 for booking an appointment for a home visit .,counselling support,bald-on-record,no strategy
181,15,user,cool .,,,
181,16,bot,It would be great if I could assist you with something else .,re-check assistance,positive politeness,reflective listening
181,17,user,No .,,,
181,18,bot,"Please feel free to contact us anytime . Thanks for visiting. Have a nice day , ma'am !",closing remark,positive politeness,escalate assurance
195,0,bot,"Greetings of the day, We are here to help you in a secure environment.",greet,positive politeness,confidential comforting
195,1,user,"Hi , I am very sad .",,,
195,2,bot,"Please be patient , may I know to whom I am talking ?",seek information,negative politeness,express emotional support
195,3,user,"I am <person_name> , <person_age> years old .",,,
195,4,bot,"Hi <person_name> , may you please explain the problem to assist you better ?",seek information,negative politeness,reflective listening
195,5,user,"I recently uploaded my first video to YouTube, and several people left negative comments.",,,
195,6,bot,"This is awful. We are available to help in any manner. If it's fine with you, can we continue to keep helping you out?",persuasion,negative politeness,reflective listening
195,7,user,Many negative remarks regarding my appearance were made online. They claim that I have a boy-screen appearance.,,,
195,8,bot,It's quite depressing. Could you kindly elaborate on your issue?,seek information,negative politeness,reflective listening
195,9,user,"I feel very bad after viewing all those comments . Some even say "" Are you really a girl ? """,,,
195,10,bot,I’m sorry to hear you are having these problems . We will get this resolved as quickly as possible . May you please answer few more questions to assist you better ?,persuasion,negative politeness,escalate assurance
195,11,user,Okay .,,,
195,12,bot,Which platform have you used for posting your video ?,seek information,bald-on-record,reflective listening
195,13,user,"I told you earlier you brainless man , I posted my video on YouTube .",,,
195,14,bot,"Do you know them , who are putting such comments on your YouTube profile ?",seek information,bald-on-record,reflective listening
195,15,user,I don't know any of them .,,,
195,16,bot,"Ok , As per a few question , we came to know that this case is of online harassment which comes under IPC section 354A : The Ministry of Women and Child Development states that section 354A and Section 66(A) of the IT act provide punishment for online harassment against women .",legal assistance,bald-on-record,no strategy
195,17,user,Okay .,,,
195,18,bot,You can file the case against the harasser via Cyber Cell and NCW online and offline . Would you like to go for it ?,legal assistance,negative politeness,no strategy
195,19,user,I would like to complain to NCW ?,,,
195,20,bot,"Ok , would you go for an online/offline complaint ?",seek information,negative politeness,no strategy
195,21,user,I want to complain online .,,,
195,22,bot,"All right , You can go to complain by logging to the NCW portal at http://ncwapps.nic.in",deliver information,bald-on-record,no strategy
195,23,user,"Okay , please tell me what details do I need to fill ?",,,
195,24,bot,"Ok , just nothing much you just log in to the portal and click on the "" Register Complaint "" tab and fill in the required details and fill the detailed given form and submit .",deliver information,bald-on-record,no strategy
195,25,user,"Okay , bye .",,,
195,26,bot,Would you need some more assistance on this ?,re-check assistance,negative politeness,no strategy
195,27,user,No .,,,
195,28,bot,Okay. Take Care. In any problem do vist us.,closing remark,positive politeness,no strategy
203,0,bot,Greetings of the day! How we may I assist you today ?,greet,positive politeness,no strategy
203,1,user,"Hi, I am in damn trouble .",,,
203,2,bot,"I understand you , just calm down and be patient. We are available to help in any manner. Can you let me know who you are communicating with?",persuasion,positive politeness,express emotional support
203,3,user,I am <person_name> of <person_age> .,,,
203,4,bot,"Hi <person_name> , please let me know your problem so that I can assist you ?",seek information,positive politeness,reflective listening
203,5,user,"Ya , actually it's a matter of four years old when I met first - time with my boyfriend . We used to pass a lot of time together and used to capture the moment in form of pics .",,,
203,6,bot,That's sounds good. Would you please elaborate on your issue for getting better insight into the matter ?,seek information,negative politeness,reflective listening
203,7,user,"As we were new on Instagram , so used to upload all the pics on Instagram only . Now I came to know that he has joined some terrorist organization .",,,
203,8,bot,That's awful . Kindly let me know what is exactly troubling you .,seek information,positive politeness,reflective listening
203,9,user,"When I asked him to delete all my pics with him on Instagram , he started blackmailing me and said , I will prove that you are the partner in all the crime up to date i have done or doing now .",,,
203,10,bot,This is really disheartening to hear . Can you tell how he used to blackmail you ?,seek information,positive politeness,reflective listening
203,11,user,And he used to blackmail me that I am working in India as the handler of a few terrorist organizations and appointing terrorists for them . I am completely feared .,,,
203,12,bot,Please don't get scared and tell me which media he is using to blackmail you .,seek information,bald-on-record,reflective listening
203,13,user,He is sending threatening text messages and blackmailing me again and again .,,,
203,14,bot,"Thanks for letting me know the details .Do not worry, you're not alone, you will be helped in all possible ways.",seek information,positive politeness,escalate assurance
203,15,user,I am feeling disgusting . Why I have chosen that guy . That bastard has exhausted me enough to commit suicide or after knowing this my parents will kill me .,,,
203,16,bot,"Please have some patience , it's not your fault . You can take action against that person .",persuasion,positive politeness,express emotional support
203,17,user,How can you help me Rakshak ? Please tell me how can I get rid of this situation ?,,,
203,18,bot,"This type of online harassment activity which is recognised as an offence under Section 354A of IPC through the Criminal Law ( Amendment ) Act , 2013 is totally condemned. You can take action against that person as per the law .",legal assistance,bald-on-record,no strategy
203,19,user,What are the possible ways of making a complaint and how strong is my case to proceed with legal action ?,,,
203,20,bot,Harassment in any form is strong enough for filing complain . You can report such incidents to Cyber Crime Cell and/or National Commission for Women .,deliver information,bald-on-record,no strategy
203,21,user,How can I make a complaint online and what sort of document I have to attach for the complaint ?,,,
203,22,bot,Would you like to report online to Cyber Crime Cell or National Comission for Women ?,seek information,negative politeness,no strategy
203,23,user,"No , not now . May I get any helpline number to discuss and take some advice before filing such cases ?",,,
203,24,bot,"Yes sure , you can dial 24 x 7 Helpline Number - 155260 .",counselling support,bald-on-record,no strategy
203,25,user,"Ok , thanks for the information.",,,
203,26,bot,Its' my pleasure . Is there anything else I can help you with ?,re-check assistance,positive politeness,escalate assurance
203,27,user,"No , thanks . It's enough for now .",,,
203,28,bot,Thanks for contacting us. It's nice at helping you . Have a nice day !,closing remark,positive politeness,no strategy
215,0,bot,"Greetings of the day, We are here to help you in a secure environment.",greet,positive politeness,confidential comforting
215,1,user,My sister needs help . But I wonder how to help her .,,,
215,2,bot,Yes Sure I'd be pleased to help you here. We are available to help in any case. May I know to whom I am interacting and the requisite detail of your sister?,persuasion,negative politeness,reflective listening
215,3,user,"I am <person_name> . My sister's name is <person_name> , <person_age> years old .",,,
215,4,bot,"Thanks for sharing tour details , Would you please elaborate on your issue in detail to assist you in a better way ?",seek information,negative politeness,reflective listening
215,5,user,My sister's ex-boysister is stalking her after she broke up with him . This is affecting his mental health .,,,
215,6,bot,Please don't panic . We will sort this out . Would you add some more details ?,seek information,negative politeness,reflective listening
215,7,user,"He is repeatedly posting messages on his social media accounts , sending her text messages asking her to patch up with him even after her constant rejection .",,,
215,8,bot,Please don't panic much . Such cases are very frequent on several social media platforms these days . We can overcome this . Just be patient .,persuasion,positive politeness,express emotional support
215,9,user,Okay .,,,
215,10,bot,"To provide the better assistance, would you please answer a few of the questions related to this?",persuasion,negative politeness,reflective listening
215,11,user,Yes sure .,,,
215,12,bot,Would you please confirm with her that when did she notice being stalked by someone ?,seek information,negative politeness,reflective listening
215,13,user,It's been more than 5 months now .,,,
215,14,bot,"Ok , I can understand your concern for her , would you please name the social media , where she is being stalked ?",seek information,positive politeness,reflective listening
215,15,user,"That bastard is following her on multiple social media accounts , Instagram , Facebook , and even on LinkedIn .",,,
215,16,bot,"Ok , Hasn't she tried blocking him or report his account on all these social media via the given options for report and block ?",seek information,bald-on-record,reflective listening
215,17,user,"Yes , she has blocked him but she doesn't want to report him because she doesn't want to create any trouble for him .",,,
215,18,bot,"Ok , Such cases come under stalking which is a punishable offense under IPC 354D .",deliver information,bald-on-record,no strategy
215,19,user,Okay .,,,
215,20,bot,"Such cases are quite frequent on social media so , taking few measures like reporting some account is involved in malicious activity is quite healthy for both users and that particular platform also . Kindly suggest her to report to avoid few unnecessary consequences in the future .",counselling support,bald-on-record,no strategy
215,21,user,"Sure , I will definitely try to convince her . What else I can do ?",,,
215,22,bot,She can also report this case to Cyber Cell or NCW for complaints on the respective portal online with some valid evidence .,counselling support,bald-on-record,no strategy
215,23,user,I will try to talk to her . Thanks for your help .,,,
215,24,bot,Would you need some more assistance in respect to this ?,re-check assistance,negative politeness,reflective listening
215,25,user,See you later if need anything .,,,
215,26,bot,"Ok , Take care . In need of any help, do visit us again. .",closing remark,positive politeness,no strategy
